,,,,,,,Misc,Misc,,Approx Val,Approx Val,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,,,,,,-additional
1,25,CLE,Jabrill Peppers,S,21,2025,0,0,5,32,11,113,0,0,0,0,0,0,0,0,0,0,0,338,7,5.5,Michigan,College Stats,PeppJa00
1,26,ATL,Takkarist McKinley,DE,21,2024,0,0,2,16,13,71,0,0,0,0,0,0,0,0,0,0,0,67,,20.5,UCLA,College Stats,McKiTa00
1,27,BUF,Tre'Davious White,CB,22,2025,1,2,6,53,52,109,0,0,0,0,0,0,0,0,0,0,0,287,19,3.0,LSU,College Stats,WhitTr01
1,28,DAL,Taco Charlton,DE,22,2022,0,0,0,9,6,60,0,0,0,0,0,0,0,0,0,0,0,54,,11.5,Michigan,College Stats,CharTa00
1,29,CLE,David Njoku,TE,21,2025,0,1,6,27,27,118,0,0,0,0,0,4,-6,0,384,4062,34,2,,,Miami (FL),College Stats,NjokDa00
1,30,PIT,T.J. Watt,OLB,22,2025,4,8,9,96,96,135,0,0,0,0,0,0,0,0,0,0,0,354,9,115.0,Wisconsin,College Stats,WattT.00
1,31,SFO,Reuben Foster,LB,23,2018,0,0,2,8,8,16,0,0,0,0,0,0,0,0,0,0,0,84,,,Alabama,College Stats,FostRe00
1,32,NOR,Ryan Ramczyk,T,23,2023,1,0,6,64,64,101,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,RamcRy00
2,33,GNB,Kevin King,CB,22,2024,0,0,3,16,15,66,0,0,0,0,0,0,0,0,0,0,0,164,7,1.0,Washington,College Stats,KingKe01
2,34,JAX,Cam Robinson,T,21,2025,0,0,7,43,35,117,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,RobiCa00
2,35,SEA,Malik McDowell,DT,21,2021,0,0,1,6,,15,0,0,0,0,0,0,0,0,0,0,0,19,,3.0,Michigan St.,College Stats,McDoMa00
2,36,ARI,Budda Baker,S,21,2025,2,8,8,63,63,138,0,0,0,0,0,0,0,0,0,0,0,678,8,10.0,Washington,College Stats,BakeBu00
2,37,BUF,Zay Jones,WR,22,2025,0,0,3,25,8,123,1,2,29,0,0,8,24,0,307,3295,18,3,,,East Carolina,College Stats,JoneZa00
2,38,LAC,Forrest Lamp,G,23,2021,0,0,1,8,8,26,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky,College Stats,LampFo00
2,39,NYJ,Marcus Maye,S,24,2025,0,0,5,29,21,93,0,0,0,0,0,0,0,0,0,0,0,308,9,4.5,Florida,College Stats,MayeMa00
2,40,CAR,Curtis Samuel,WR,21,2025,0,0,5,30,17,111,0,0,0,0,0,126,729,7,355,3717,24,7,,,Ohio St.,College Stats,SamuCu00
2,41,MIN,Dalvin Cook,RB,22,2024,0,4,5,52,51,90,0,0,0,0,0,1357,6227,47,237,1882,5,2,,,Florida St.,College Stats,CookDa01
2,42,NOR,Marcus Williams,S,20,2025,0,0,8,32,24,111,0,0,0,0,0,0,0,0,0,0,0,351,20,1.0,Utah,College Stats,WillMa06
2,43,PHI,Sidney Jones,CB,21,2023,0,0,2,12,5,60,0,0,0,0,0,0,0,0,0,0,0,115,4,,Washington,College Stats,JoneSi00
2,44,LAR,Gerald Everett,TE,23,2024,0,0,3,22,10,124,0,0,0,0,0,12,61,1,292,2869,19,1,,,South Alabama,College Stats,EverGe00
2,45,CHI,Adam Shaheen,TE,22,2021,0,0,1,4,2,55,0,0,0,0,0,0,0,0,50,509,7,1,,,Ashland,,ShahAd00
2,46,IND,Quincy Wilson,CB,21,2022,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,49,2,,Florida,College Stats,WilsQu01
2,47,BAL,Tyus Bowser,OLB,22,2024,0,0,1,21,18,98,0,0,0,0,0,0,0,0,0,0,0,99,4,19.5,Houston,College Stats,BowsTy00
2,48,CIN,Joe Mixon,RB,21,2024,0,2,6,56,49,111,0,1,0,0,0,1816,7428,60,319,2448,14,1,,,Oklahoma,College Stats,MixoJo00
2,49,WAS,Ryan Anderson,OLB,23,2022,0,0,0,6,6,57,0,0,0,0,0,0,0,0,0,0,0,56,,6.0,Alabama,College Stats,AndeRy00
2,50,TAM,Justin Evans,S,22,2023,0,0,2,10,8,43,0,0,0,0,0,0,0,0,0,0,0,119,4,,Texas A&M,College Stats,EvanJu00
2,51,DEN,DeMarcus Walker,DE,22,2025,0,0,2,24,6,101,0,0,0,0,0,0,0,0,0,0,0,117,,26.5,Florida St.,College Stats,WalkDe03
2,52,CLE,DeShone Kizer,QB,21,2018,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,,Notre Dame,College Stats,KizeDe00
2,53,DET,Teez Tabor,CB,21,2023,0,0,0,5,3,39,0,0,0,0,0,0,0,0,0,0,0,47,,,Florida,College Stats,TaboTe00
2,54,MIA,Raekwon McMillan,LB,21,2024,0,0,2,15,9,72,0,0,0,0,0,0,0,0,0,0,0,172,,1.0,Ohio St.,College Stats,McMiRa02
2,55,NYG,Dalvin Tomlinson,DT,23,2025,0,0,9,50,23,142,0,0,0,0,0,0,0,0,0,0,0,181,,20.0,Alabama,College Stats,TomlDa00
2,56,OAK,Obi Melifonwu,S,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,,,Connecticut,College Stats,MeliOb00
2,57,HOU,Zach Cunningham,LB,22,2025,0,0,5,36,29,106,0,0,0,0,0,0,0,0,0,0,0,453,1,6.5,Vanderbilt,College Stats,CunnZa00
2,58,SEA,Ethan Pocic,C,22,2025,0,0,5,32,19,114,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,PociEt00
2,59,KAN,Tanoh Kpassagnon,DE,23,2025,0,0,2,21,14,108,0,0,0,0,0,0,0,0,0,0,0,98,,17.5,Villanova,,KpasTa00
2,60,DAL,Chidobe Awuzie,CB,22,2025,0,0,5,28,14,108,0,0,0,0,0,0,0,0,0,0,0,319,7,,Colorado,College Stats,AwuzCh00
2,61,GNB,Josh Jones,S,22,2022,0,0,1,11,5,70,0,0,0,0,0,0,0,0,0,0,0,193,2,3.0,North Carolina St.,College Stats,JoneJo06
2,62,PIT,JuJu Smith-Schuster,WR,20,2025,0,1,5,43,30,121,0,0,0,0,0,4,22,1,481,5624,33,2,,,USC,College Stats,SmitJu00
2,63,BUF,Dion Dawkins,G,23,2025,0,5,9,73,73,143,0,0,0,0,0,0,0,0,2,8,2,2,,,Temple,College Stats,DawkDi00
2,64,CAR,Taylor Moton,G,23,2025,0,0,8,47,47,145,0,0,0,0,0,0,0,0,0,0,0,2,,,Western Michigan,College Stats,MotoTa00
3,65,CLE,Larry Ogunjobi,DT,23,2025,0,0,7,44,20,134,0,0,0,0,0,0,0,0,0,0,0,209,,27.5,Charlotte,College Stats,OgunLa00
3,66,SFO,Ahkello Witherspoon,CB,22,2025,0,0,3,22,12,96,0,0,0,0,0,0,0,0,0,0,0,204,13,,Colorado,College Stats,WithAh00
3,67,NOR,Alvin Kamara,RB,22,2025,0,5,7,79,79,126,1,1,13,0,0,1674,7250,61,606,4948,25,,,,Tennessee,College Stats,KamaAl00
3,68,JAX,Dawuane Smoot,DE,22,2025,0,0,0,17,16,127,0,0,0,0,0,0,0,0,0,0,0,116,,27.0,Illinois,College Stats,SmooDa00
3,69,LAR,Cooper Kupp,WR,24,2025,1,1,7,63,60,120,0,5,0,0,1,26,139,1,681,8369,59,3,,,Eastern Washington,,KuppCo00
3,70,MIN,Pat Elflein,C,23,2022,0,0,3,26,20,65,0,0,0,0,0,0,0,0,0,0,0,1,,,Ohio St.,College Stats,ElflPa00
3,71,LAC,Dan Feeney,G,23,2025,0,0,5,35,27,132,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,College Stats,FeenDa00
3,72,TEN,Taywan Taylor,WR,22,2020,0,0,0,6,6,35,0,0,0,0,0,8,43,0,53,697,2,4,,,Western Kentucky,College Stats,TaylTa00
3,73,CIN,Jordan Willis,OLB,22,2022,0,0,0,8,4,69,0,0,0,0,0,0,0,0,0,0,0,55,,10.5,Kansas St.,College Stats,WillJo09
3,74,BAL,Chris Wormley,DE,23,2025,0,0,3,17,8,92,0,0,0,0,0,0,0,0,0,0,0,86,,12.0,Michigan,College Stats,WormCh00
3,75,ATL,Duke Riley,LB,23,2024,0,0,2,19,7,124,0,0,0,0,0,0,0,0,0,0,0,169,1,2.0,LSU,College Stats,RileDu00
3,76,NOR,Alex Anzalone,LB,22,2025,0,0,5,34,8,111,0,0,0,0,0,0,0,0,0,0,0,391,4,13.0,Florida,College Stats,AnzaAl00
3,77,CAR,Daeshon Hall,DE,22,2019,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,0,0,6,,1.5,Texas A&M,College Stats,HallDa01
3,78,BAL,Tim Williams,OLB,23,2019,0,0,0,2,2,20,0,0,0,0,0,0,0,0,0,0,0,13,,2.0,Alabama,College Stats,WillTi00
3,79,NYJ,ArDarius Stewart,WR,23,2017,0,0,0,1,1,15,0,0,0,0,0,7,27,0,6,82,0,,,,Alabama,College Stats,StewAr00
3,80,IND,Tarell Basham,DE,23,2022,0,0,1,13,1,82,0,0,0,0,0,0,0,0,0,0,0,70,1,11.0,Ohio,College Stats,BashTa00
3,81,WAS,Fabian Moreau,CB,23,2025,0,0,4,21,8,124,0,0,0,0,0,0,0,0,0,0,0,230,7,,UCLA,College Stats,MoreFa00
3,82,DEN,Carlos Henderson,WR,22,,0,0,0,,,,,,,,,,,,,,,,,,Louisiana Tech,College Stats,HendCa01
3,83,NWE,Derek Rivers,DE,23,2021,0,0,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,11,,3.5,Youngstown St.,,RiveDe00
3,84,TAM,Chris Godwin,WR,21,2025,0,1,6,53,53,120,0,1,0,0,0,13,74,2,612,7626,41,8,,,Penn St.,College Stats,GodwCh00
3,85,NWE,Antonio Garcia,T,23,,0,0,0,,,,,,,,,,,,,,,,,,Troy,College Stats,GarcAn00
3,86,KAN,Kareem Hunt,RB,22,2025,0,1,3,52,33,121,0,0,0,0,0,1393,5775,55,267,2209,18,,,,Toledo,College Stats,HuntKa00
3,87,NYG,Davis Webb,QB,22,2022,0,0,0,1,1,2,23,40,168,1,0,8,38,1,0,0,0,,,,California,College Stats,WebbDa00
3,88,OAK,Eddie Vanderdoes,DT,22,2019,0,0,1,5,5,19,0,0,0,0,0,0,0,0,0,0,0,18,,,UCLA,College Stats,VandEd00
3,89,HOU,D'Onta Foreman,RB,21,2024,0,0,1,17,2,63,0,0,0,0,0,623,2558,14,40,396,3,,,,Texas,College Stats,ForeDO00
3,90,SEA,Shaquill Griffin,DB,22,2025,0,1,5,30,21,108,0,0,0,0,0,0,0,0,0,0,0,331,9,1.0,Central Florida,College Stats,GrifSh00
3,91,LAR,John Johnson,S,21,2024,0,0,5,29,19,105,0,0,0,0,0,0,0,0,0,0,0,370,15,1.0,Boston Col.,College Stats,JohnJo10
3,92,DAL,Jourdan Lewis,CB,22,2025,0,0,3,26,23,127,0,0,0,0,0,2,12,0,0,0,0,296,12,9.5,Michigan,College Stats,LewiJo01
3,93,GNB,Montravius Adams,DT,22,2024,0,0,1,15,4,96,0,0,0,0,0,0,0,0,0,0,0,61,,2.5,Auburn,College Stats,AdamMo00
3,94,PIT,Cameron Sutton,CB,22,2024,0,0,3,21,16,110,0,0,0,0,0,0,0,0,0,0,0,200,9,2.0,Tennessee,College Stats,SuttCa00
3,95,SEA,Lano Hill,S,21,2020,0,0,0,5,5,42,0,0,0,0,0,0,0,0,0,0,0,41,,,Michigan,College Stats,HillDe02
3,96,DET,Kenny Golladay,WR,23,2022,0,1,4,27,23,73,0,0,0,0,0,2,17,0,226,3670,22,,,,Northern Illinois,College Stats,GollKe00
3,97,MIA,Cordrea Tankersley,CB,23,2020,0,0,1,4,4,19,0,0,0,0,0,0,0,0,0,0,0,28,,,Clemson,College Stats,TankCo00
3,98,ARI,Chad Williams,WR,22,2019,0,0,1,1,1,17,0,0,0,0,0,3,42,0,20,202,1,,,,Grambling St.,,WillCh05
3,99,PHI,Rasul Douglas,CB,22,2025,0,0,4,31,6,135,0,0,0,0,0,0,0,0,0,0,0,393,21,3.0,West Virginia,College Stats,DougRa00
3,100,TEN,Jonnu Smith,TE,22,2025,0,1,5,29,10,141,0,1,0,0,0,28,196,2,345,3529,30,,,,Florida International,College Stats,SmitJo01
3,101,DEN,Brendan Langley,CB,22,2018,0,0,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,6,,,Lamar,,LangBr00
3,102,SEA,Nazair Jones,DT,22,2018,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,12,1,2.0,North Carolina,College Stats,JoneNa00
3,103,NOR,Trey Hendrickson,OLB,22,2025,1,4,5,58,10,117,0,0,0,0,0,0,0,0,0,0,0,162,,81.0,Florida Atlantic,College Stats,HendTr00
3,104,SFO,C.J. Beathard,QB,23,2023,0,0,0,9,8,32,340,563,3886,19,14,64,266,4,0,0,0,,,,Iowa,College Stats,BeatC.00
3,105,PIT,James Conner,RB,22,2025,0,2,6,49,17,110,0,0,0,0,0,1393,6065,60,289,2255,12,2,,,Pittsburgh,College Stats,ConnJa00
3,106,SEA,Amara Darboh,WR,23,2017,0,0,0,1,1,16,0,0,0,0,0,0,0,0,8,71,0,2,,,Michigan,College Stats,DarbAm00
3,107,TAM,Kendell Beckwith,ILB,22,2017,0,0,0,5,5,16,0,0,0,0,0,0,0,0,0,0,0,60,,1.0,LSU,College Stats,BeckKe00
4,108,GNB,Vince Biegel,LB,24,2021,0,0,1,5,1,43,0,0,0,0,0,0,0,0,0,0,0,42,1,2.5,Wisconsin,College Stats,BiegVi00
4,109,MIN,Jaleel Johnson,DT,23,2023,0,0,1,16,12,86,0,0,0,0,0,0,0,0,0,0,0,76,,7.5,Iowa,College Stats,JohnJa09
4,110,JAX,Dede Westbrook,WR,23,2021,0,0,1,14,13,55,0,1,0,0,0,14,125,0,170,1788,9,1,,,Oklahoma,College Stats,WestDe00
4,111,SEA,Tedric Thompson,S,22,2021,0,0,2,9,8,38,0,0,0,0,0,0,0,0,0,0,0,63,3,,Colorado,College Stats,ThomTe00
4,112,CHI,Eddie Jackson,S,23,2024,1,2,7,45,45,111,0,0,0,0,0,0,0,0,0,0,0,373,15,2.0,Alabama,College Stats,JackEd01
4,113,LAC,Rayshawn Jenkins,S,23,2025,0,0,6,32,11,139,0,0,0,0,0,0,0,0,0,0,0,363,11,5.5,Miami (FL),College Stats,JenkRa00
4,114,WAS,Samaje Perine,RB,21,2025,0,0,1,26,5,125,0,0,0,0,0,558,2304,12,196,1600,7,17,,,Oklahoma,College Stats,PeriSa00
4,115,ARI,Dorian Johnson,G,22,,0,0,0,,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,JohnDo03
4,116,CIN,Carl Lawson,OLB,22,2025,0,0,2,20,10,90,0,0,0,0,0,0,0,0,0,0,0,76,,32.0,Auburn,College Stats,LawsCa00
4,117,LAR,Josh Reynolds,WR,22,2025,0,0,3,26,9,121,0,0,0,0,0,8,36,0,244,3228,20,7,,,Texas A&M,College Stats,ReynJo00
4,118,PHI,Mack Hollins,WR,23,2025,0,0,3,21,3,127,1,1,4,0,0,5,44,0,208,2619,17,20,,,North Carolina,College Stats,HollMa00
4,119,CHI,Tarik Cohen,RB,22,2020,1,1,2,21,21,51,2,3,22,2,0,264,1101,5,209,1575,9,1,,,North Carolina A&T,,CoheTa00
4,120,MIN,Ben Gedeon,ILB,22,2019,0,0,1,15,15,39,0,0,0,0,0,0,0,0,0,0,0,60,,,Michigan,College Stats,GedeBe00
4,121,SFO,Joe Williams,RB,24,,0,0,0,,,,,,,,,,,,,,,,,,Utah,College Stats,WillJo12
4,122,BAL,Nico Siragusa,G,23,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats,SiraNi00
4,123,WAS,Montae Nicholson,S,21,2019,0,0,1,10,10,35,0,0,0,0,0,0,0,0,0,0,0,92,3,,Michigan St.,College Stats,NichMo00
4,124,DET,Jalen Reeves-Maybin,LB,22,2025,0,1,1,17,15,117,1,1,31,0,0,3,4,0,0,0,0,157,,1.5,Tennessee,College Stats,ReevJa00
4,125,LAR,Samson Ebukam,OLB,22,2025,0,0,6,38,19,127,0,0,0,0,0,0,0,0,0,0,0,198,1,35.0,Eastern Washington,,EbukSa00
4,126,CLE,Howard Wilson,CB,21,,0,0,0,,,,,,,,,,,,,,,,,,Houston,College Stats,WilsHo00
4,127,DET,Michael Roberts,TE,23,2018,0,0,0,1,1,23,0,0,0,0,0,0,0,0,13,146,3,,,,Toledo,College Stats,RobeMi01
4,128,CIN,Josh Malone,WR,21,2020,0,0,1,1,1,26,0,0,0,0,0,3,14,0,11,91,1,,,,Tennessee,College Stats,MaloJo00
4,129,OAK,David Sharpe,T,21,2025,0,0,0,4,3,46,0,0,0,0,0,0,0,0,0,0,0,,,,Florida,College Stats,SharDa02
4,130,HOU,Julién Davenport,T,22,2021,0,0,2,16,10,60,0,0,0,0,0,0,0,0,0,0,0,,,,Bucknell,,DaveJu00
4,131,NWE,Deatrich Wise Jr.,DE,23,2025,0,0,3,39,38,128,0,0,0,0,0,0,0,0,0,0,0,179,,34.0,Arkansas,College Stats,WiseDe00
4,132,PHI,Donnel Pumphrey,RB,22,,0,0,0,,,,,,,,,,,,,,,,,,San Diego St.,College Stats,PumpDo00
4,133,DAL,Ryan Switzer,WR,22,2019,0,0,0,3,1,41,0,0,0,0,0,10,26,0,50,321,1,,,,North Carolina,College Stats,SwitRy00
4,134,GNB,Jamaal Williams,RB,22,2024,0,0,3,33,19,117,0,0,0,0,0,1069,4122,32,187,1310,8,8,,,BYU,College Stats,WillJa06
4,135,PIT,Joshua Dobbs,QB,22,2025,0,0,0,9,0,27,351,559,3346,17,15,110,515,8,0,0,0,,,,Tennessee,College Stats,DobbJo00
4,136,ATL,Sean Harlow,G,22,2023,0,0,0,5,0,41,0,0,0,0,0,0,0,0,0,0,0,,,,Oregon St.,College Stats,HarlSe00
4,137,IND,Zach Banner,T,23,2021,0,0,0,2,,30,0,0,0,0,0,0,0,0,0,0,0,,,,USC,College Stats,BannZa00
4,138,CIN,Ryan Glasgow,DT,23,2020,0,0,0,3,3,26,0,0,0,0,0,0,0,0,0,0,0,21,,,Michigan,College Stats,GlasRy00
4,139,KAN,Jehu Chesson,WR,23,2018,0,0,0,0,0,24,0,0,0,0,0,1,-4,0,3,25,0,6,,,Michigan,College Stats,ChesJe00
4,140,NYG,Wayne Gallman,RB,22,2021,0,0,1,12,11,61,0,0,0,0,0,366,1548,9,81,519,2,5,,,Clemson,College Stats,GallWa00
4,141,NYJ,Chad Hansen,WR,22,2020,0,0,0,3,1,20,0,0,0,0,0,0,0,0,26,330,1,1,,,California,College Stats,HansCh00
4,142,HOU,Carlos Watkins,DT,23,2025,0,0,1,20,9,90,0,0,0,0,0,0,0,0,0,0,0,76,1,6.0,Clemson,College Stats,WatkCa00
4,143,IND,Marlon Mack,RB,21,2022,0,0,2,20,19,55,0,0,0,0,0,583,2568,21,65,547,3,,,,South Florida,College Stats,MackMa00
4,144,IND,Grover Stewart,DT,23,2025,0,0,7,42,42,141,0,0,0,0,0,0,0,0,0,0,0,216,1,13.0,Albany State (GA),,StewGr00
5,145,DEN,Jake Butt,TE,22,2020,0,0,0,1,1,8,0,0,0,0,0,0,0,0,10,90,0,1,,,Michigan,College Stats,ButtJa00
5,146,SFO,George Kittle,TE,23,2025,2,7,8,60,60,124,0,0,0,0,0,13,68,0,595,8008,52,3,,,Iowa,College Stats,KittGe00
5,147,CHI,Jordan Morgan,G,23,,0,0,0,,,,,,,,,,,,,,,,,,Kutztown (PA),,MorgJo02
5,148,JAX,Blair Brown,LB,23,2018,0,0,0,3,3,28,0,0,0,0,0,0,0,0,0,0,0,13,,0.5,Ohio,College Stats,BrowBl00
5,149,ATL,Damontae Kazee,CB,24,2025,0,0,4,22,12,111,0,0,0,0,0,0,0,0,0,0,0,251,17,,San Diego St.,College Stats,KazeDa00
5,150,NYJ,Jordan Leggett,TE,22,2018,0,0,0,1,1,15,0,0,0,0,0,0,0,0,14,114,1,,,,Clemson,College Stats,LeggJo00
5,151,LAC,Desmond King,S,22,2024,1,0,4,27,16,108,0,0,0,0,0,0,0,0,0,0,0,344,9,9.5,Iowa,College Stats,KingDe01
5,152,CAR,Corn Elder,CB,22,2021,0,0,0,2,2,35,0,0,0,0,0,0,0,0,0,0,0,36,,,Miami (FL),College Stats,EldeCo00
5,153,CIN,Jake Elliott,K,22,2025,0,1,3,22,,147,0,1,0,0,1,0,0,0,0,0,0,3,,,Memphis,College Stats,ElliJa03
5,154,WAS,Jeremy Sprinkle,TE,23,2021,0,0,2,2,2,76,0,0,0,0,0,0,0,0,37,332,3,8,,,Arkansas,College Stats,SpriJe00
5,155,TEN,Jayon Brown,LB,22,2022,0,0,3,26,23,74,0,0,0,0,0,0,0,0,0,0,0,280,4,9.5,UCLA,College Stats,BrowJa06
5,156,ATL,Brian Hill,RB,21,2021,0,0,0,9,8,48,0,0,0,0,0,209,982,3,38,313,1,7,,,Wyoming,College Stats,HillBr02
5,157,ARI,Will Holden,T,23,2021,0,0,0,5,3,27,0,0,0,0,0,0,0,0,0,0,0,,,,Vanderbilt,College Stats,HoldWi00
5,158,IND,Nate Hairston,CB,23,2022,0,0,1,9,5,61,0,0,0,0,0,0,0,0,0,0,0,83,2,2.0,Temple,College Stats,HairNa00
5,159,BAL,Jermaine Eluemunor,G,22,2025,0,0,4,30,2,118,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats,ElueJe00
5,160,CLE,Roderick Johnson,T,21,2020,0,0,0,5,,29,0,0,0,0,0,0,0,0,0,0,0,,,,Florida St.,College Stats,JohnRo06
5,161,IND,Anthony Walker,LB,22,2025,0,0,5,36,22,101,0,0,0,0,0,0,0,0,0,0,0,362,4,5.5,Northwestern,College Stats,WalkAn01
5,162,TAM,Jeremy McNichols,RB,21,2025,0,0,0,9,,71,0,0,0,0,0,189,846,6,74,518,1,6,,,Boise St.,College Stats,McNiJe00
5,163,BUF,Matt Milano,LB,23,2025,1,1,5,57,57,106,0,0,0,0,0,0,0,0,0,0,0,374,10,14.0,Boston Col.,College Stats,MilaMa00
5,164,MIA,Isaac Asiata,G,24,2018,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,AsiaIs00
5,165,DET,Jamal Agnew,CB,22,2025,1,1,0,19,13,93,0,1,0,0,0,33,263,1,77,746,5,29,,,San Diego,,AgneJa00
5,166,PHI,Shelton Gibson,WR,23,2019,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,59,0,2,,,West Virginia,College Stats,GibsSh00
5,167,NYG,Avery Moss,DE,22,2019,0,0,1,4,2,22,0,0,0,0,0,0,0,0,0,0,0,22,,,Youngstown St.,,MossAv00
5,168,OAK,Marquel Lee,LB,21,2021,0,0,1,9,9,45,0,0,0,0,0,0,0,0,0,0,0,71,,,Wake Forest,College Stats,LeexMa01
5,169,HOU,Treston Decoud,S,24,2018,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,0,0,6,,,Oregon St.,College Stats,DecoTr00
5,170,MIN,Rodney Adams,WR,22,2021,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,,,South Florida,College Stats,AdamRo01
